# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu May 20 14:40:07 2021
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN gaia_id:        GAIA ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
#
pl_name,hostname,gaia_id,default_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim
Kepler-1337 b,Kepler-1337,Gaia DR2 2130628757521503104,1,24.40025490,0.00010890,-0.00010890,0,,,,,,,,
Kepler-1338 b,Kepler-1338,Gaia DR2 2103743018162573952,1,0.93511806,0.00000276,-0.00000276,0,,,,,,,,
Kepler-1339 b,Kepler-1339,Gaia DR2 2131677584235170048,1,1.34155513,0.00000370,-0.00000370,0,,,,,,,,
Kepler-134 b,Kepler-134,Gaia DR2 2132215421518219392,1,5.31742900,0.00000800,-0.00000800,0,0.060000,,,0,,,,
Kepler-134 c,Kepler-134,Gaia DR2 2132215421518219392,1,10.10578500,0.00005300,-0.00005300,0,0.092000,,,0,,,,
Kepler-1340 b,Kepler-1340,Gaia DR2 2077219052496826368,1,0.66502692,0.00000160,-0.00000160,0,,,,,,,,
Kepler-1341 b,Kepler-1341,Gaia DR2 2117344732912435968,1,132.99683220,0.00092430,-0.00092430,0,,,,,,,,
Kepler-1342 b,Kepler-1342,Gaia DR2 2078752149661192832,1,2.21571036,0.00000812,-0.00000812,0,,,,,,,,
Kepler-1343 b,Kepler-1343,Gaia DR2 2135251791600414336,1,3.35183158,0.00001113,-0.00001113,0,,,,,,,,
Kepler-1344 b,Kepler-1344,Gaia DR2 2130637038217686784,1,4.76830490,0.00001895,-0.00001895,0,,,,,,,,
Kepler-1345 b,Kepler-1345,Gaia DR2 2126749714860677632,1,44.61695570,0.00033290,-0.00033290,0,,,,,,,,
Kepler-1346 b,Kepler-1346,Gaia DR2 2126604991642285312,1,3.40165668,0.00001161,-0.00001161,0,,,,,,,,
Kepler-1347 b,Kepler-1347,Gaia DR2 2075063150722101376,1,14.00947528,0.00007001,-0.00007001,0,,,,,,,,
Kepler-1348 b,Kepler-1348,Gaia DR2 2129877825440176512,1,27.57227420,0.00022800,-0.00022800,0,,,,,,,,
Kepler-1349 b,Kepler-1349,Gaia DR2 2131184938606509952,1,2.12823928,0.00001057,-0.00001057,0,,,,,,,,
Kepler-135 b,Kepler-135,Gaia DR2 2052857860550101376,1,6.00253000,0.00001600,-0.00001600,0,0.067000,,,0,,,,
Kepler-135 c,Kepler-135,Gaia DR2 2052857860550101376,1,11.44870800,0.00014500,-0.00014500,0,0.103000,,,0,,,,
Kepler-1350 b,Kepler-1350,Gaia DR2 2130405728459739520,1,4.49686040,0.00001273,-0.00001273,0,,,,,,,,
Kepler-1350 c,Kepler-1350,Gaia DR2 2130405728459739520,1,1.76678906,0.00000712,-0.00000712,0,,,,,,,,
Kepler-1351 b,Kepler-1351,Gaia DR2 2077728538692850816,1,0.91614077,0.00000192,-0.00000192,0,,,,,,,,
Kepler-1352 b,Kepler-1352,Gaia DR2 2129527974583414400,1,1.87788275,0.00000735,-0.00000735,0,,,,,,,,
Kepler-1353 b,Kepler-1353,Gaia DR2 2077144491865963776,1,24.75439660,0.00014310,-0.00014310,0,,,,,,,,
Kepler-1354 b,Kepler-1354,Gaia DR2 2052568585913107072,1,76.61337700,0.00077730,-0.00077730,0,,,,,,,,
Kepler-1355 b,Kepler-1355,Gaia DR2 2131860859079970176,1,1.28958811,0.00000350,-0.00000350,0,,,,,,,,
Kepler-1356 b,Kepler-1356,Gaia DR2 2126012900332317056,1,0.63400294,0.00000120,-0.00000120,0,,,,,,,,
Kepler-1357 b,Kepler-1357,Gaia DR2 2130115281293911552,1,3.00913240,0.00001520,-0.00001520,0,,,,,,,,
Kepler-1358 b,Kepler-1358,Gaia DR2 2105558930336570496,1,7.06317341,0.00002900,-0.00002900,0,,,,,,,,
Kepler-1359 b,Kepler-1359,Gaia DR2 2102247132595492608,1,59.49709520,0.00050520,-0.00050520,0,,,,,,,,
Kepler-136 b,Kepler-136,Gaia DR2 2077203178296653056,1,11.57890000,0.00003000,-0.00003000,0,0.106000,,,0,,,,
Kepler-136 c,Kepler-136,Gaia DR2 2077203178296653056,1,16.39923500,0.00005100,-0.00005100,0,0.133000,,,0,,,,
Kepler-1360 b,Kepler-1360,Gaia DR2 2085210887120749824,1,40.52864130,0.00033280,-0.00033280,0,,,,,,,,
Kepler-1361 b,Kepler-1361,Gaia DR2 2107563271311787136,1,3.57554956,0.00002329,-0.00002329,0,,,,,,,,
Kepler-1362 b,Kepler-1362,Gaia DR2 2102096774379579520,1,136.20562600,0.00127800,-0.00127800,0,,,,,,,,
Kepler-1363 b,Kepler-1363,Gaia DR2 2086833663201784704,1,2.94194094,0.00001171,-0.00001171,0,,,,,,,,
Kepler-1364 b,Kepler-1364,Gaia DR2 2134842532758180864,1,13.32196237,0.00008114,-0.00008114,0,,,,,,,,
Kepler-1365 b,Kepler-1365,Gaia DR2 2125716891183392640,1,7.69993485,0.00004726,-0.00004726,0,,,,,,,,
Kepler-1365 c,Kepler-1365,Gaia DR2 2125716891183392640,1,4.77468005,0.00004014,-0.00004014,0,,,,,,,,
Kepler-1366 b,Kepler-1366,Gaia DR2 2104065209429419520,1,2.16457097,0.00000683,-0.00000683,0,,,,,,,,
Kepler-1367 b,Kepler-1367,Gaia DR2 2130932428889277824,1,1.57409027,0.00000524,-0.00000524,0,,,,,,,,
Kepler-1368 b,Kepler-1368,Gaia DR2 2077479121354236160,1,0.67564949,0.00000255,-0.00000255,0,,,,,,,,
Kepler-1369 b,Kepler-1369,Gaia DR2 2103787101707694464,1,25.87314800,0.00014530,-0.00014530,0,,,,,,,,
Kepler-137 b,Kepler-137,Gaia DR2 2104847370214740352,1,8.43638700,0.00001800,-0.00001800,0,0.077000,,,0,,,,
Kepler-137 c,Kepler-137,Gaia DR2 2104847370214740352,1,18.73575300,0.00003500,-0.00003500,0,0.130000,,,0,,,,
Kepler-1370 b,Kepler-1370,Gaia DR2 2104106647274122880,1,20.26416840,0.00011110,-0.00011110,0,,,,,,,,
Kepler-1370 c,Kepler-1370,Gaia DR2 2104106647274122880,1,7.44142113,0.00005404,-0.00005404,0,,,,,,,,
Kepler-1371 b,Kepler-1371,Gaia DR2 2130911435088877056,1,3.44620390,0.00002017,-0.00002017,0,,,,,,,,
Kepler-1371 c,Kepler-1371,Gaia DR2 2130911435088877056,1,2.00541269,0.00001065,-0.00001065,0,,,,,,,,
Kepler-1372 b,Kepler-1372,Gaia DR2 2127136605512921600,1,1.31155557,0.00000554,-0.00000554,0,,,,,,,,
Kepler-1373 b,Kepler-1373,Gaia DR2 2100265950078767232,1,1.29123275,0.00000646,-0.00000646,0,,,,,,,,
Kepler-1374 b,Kepler-1374,Gaia DR2 2126643543268551936,1,10.65276707,0.00005294,-0.00005294,0,,,,,,,,
Kepler-1375 b,Kepler-1375,Gaia DR2 2078785787845558656,1,3.30041920,0.00001505,-0.00001505,0,,,,,,,,
Kepler-1376 b,Kepler-1376,Gaia DR2 2105478425469064064,1,5.30880656,0.00004525,-0.00004525,0,,,,,,,,
Kepler-1377 b,Kepler-1377,Gaia DR2 2127755733639236992,1,0.74092842,0.00000185,-0.00000185,0,,,,,,,,
Kepler-1378 b,Kepler-1378,Gaia DR2 2073733325763480320,1,11.95398936,0.00007990,-0.00007990,0,,,,,,,,
Kepler-1379 b,Kepler-1379,Gaia DR2 2077413734773457536,1,0.88184115,0.00000313,-0.00000313,0,,,,,,,,
Kepler-138 b,Kepler-138,Gaia DR2 2102053446751282944,1,10.31260000,0.00040000,-0.00060000,0,,,,,0.06600,0.05900,-0.03700,0
Kepler-138 c,Kepler-138,Gaia DR2 2102053446751282944,1,13.78130000,0.00010000,-0.00010000,0,,,,,1.97000,1.91200,-1.12000,0
Kepler-138 d,Kepler-138,Gaia DR2 2102053446751282944,1,23.08810000,0.00090000,-0.00080000,0,,,,,0.64000,0.67400,-0.38700,0
Kepler-1380 b,Kepler-1380,Gaia DR2 2102530188118854656,1,10.31082450,0.00010420,-0.00010420,0,,,,,,,,
Kepler-1381 b,Kepler-1381,Gaia DR2 2131228815991876736,1,25.38426860,0.00017570,-0.00017570,0,,,,,,,,
Kepler-1382 b,Kepler-1382,Gaia DR2 2076173859319258368,1,16.35830550,0.00010240,-0.00010240,0,,,,,,,,
Kepler-1383 b,Kepler-1383,Gaia DR2 2078431642023279488,1,13.90935830,0.00015520,-0.00015520,0,,,,,,,,
Kepler-1384 b,Kepler-1384,Gaia DR2 2073299327909532928,1,15.36262753,0.00008765,-0.00008765,0,,,,,,,,
Kepler-1385 b,Kepler-1385,Gaia DR2 2107492421531881856,1,2.88879862,0.00001881,-0.00001881,0,,,,,,,,
Kepler-1386 b,Kepler-1386,Gaia DR2 2116750034560253184,1,6.73972381,0.00007022,-0.00007022,0,,,,,,,,
Kepler-1387 b,Kepler-1387,Gaia DR2 2125871960984455552,1,2.27952666,0.00000885,-0.00000885,0,,,,,,,,
Kepler-1388 b,Kepler-1388,Gaia DR2 2107617246162706048,1,12.28546030,0.00008795,-0.00008795,0,,,,,,,,
Kepler-1388 c,Kepler-1388,Gaia DR2 2107617246162706048,1,5.53608151,0.00002880,-0.00002880,0,,,,,,,,
Kepler-1388 d,Kepler-1388,Gaia DR2 2107617246162706048,1,20.95681580,0.00017130,-0.00017130,0,,,,,,,,
Kepler-1388 e,Kepler-1388,Gaia DR2 2107617246162706048,1,37.63270840,0.00072690,-0.00072690,0,,,,,,,,
Kepler-1389 b,Kepler-1389,Gaia DR2 2106303505865370752,1,99.25309510,0.00087110,-0.00087110,0,,,,,,,,
Kepler-139 b,Kepler-139,Gaia DR2 2105362903731391744,1,15.77104400,0.00003700,-0.00003700,0,0.127000,,,0,,,,
Kepler-139 c,Kepler-139,Gaia DR2 2105362903731391744,1,157.07287800,0.00172000,-0.00172000,0,0.586000,,,0,,,,
Kepler-1390 b,Kepler-1390,Gaia DR2 2086485186737501696,1,6.48021673,0.00004630,-0.00004630,0,,,,,,,,
Kepler-1391 b,Kepler-1391,Gaia DR2 2128514431022374144,1,54.40923330,0.00052360,-0.00052360,0,,,,,,,,
Kepler-1392 b,Kepler-1392,Gaia DR2 2127382793038824832,1,15.14103970,0.00011350,-0.00011350,0,,,,,,,,
Kepler-1393 b,Kepler-1393,Gaia DR2 2103399695656782208,1,2.44357812,0.00001231,-0.00001231,0,,,,,,,,
Kepler-1394 b,Kepler-1394,Gaia DR2 2106981831520836736,1,3.93766373,0.00003657,-0.00003657,0,,,,,,,,
Kepler-1395 b,Kepler-1395,Gaia DR2 2128478044059903872,1,3.78470649,0.00002720,-0.00002720,0,,,,,,,,
Kepler-1396 b,Kepler-1396,Gaia DR2 2079897050500386944,1,18.22064210,0.00013760,-0.00013760,0,,,,,,,,
Kepler-1397 b,Kepler-1397,Gaia DR2 2085625368643700736,1,47.44995500,0.00075200,-0.00075200,0,,,,,,,,
Kepler-1398 b,Kepler-1398,Gaia DR2 2128776801985730048,1,2.78815679,0.00002021,-0.00002021,0,,,,,,,,
Kepler-1398 c,Kepler-1398,Gaia DR2 2128776801985730048,1,4.13827595,0.00002616,-0.00002616,0,,,,,,,,
Kepler-1399 b,Kepler-1399,Gaia DR2 2128074351495006720,1,1.63865306,0.00000895,-0.00000895,0,,,,,,,,
Kepler-14 b,Kepler-14,,1,6.79012300,0.00000430,-0.00000430,0,,,,,2669.66000,111.24000,-108.06000,0
Kepler-140 b,Kepler-140,Gaia DR2 2130443730330509312,1,3.25427000,0.00000800,-0.00000800,0,0.045000,,,0,,,,
Kepler-140 c,Kepler-140,Gaia DR2 2130443730330509312,1,91.35328200,0.00137000,-0.00137000,0,0.414000,,,0,,,,
Kepler-1400 b,Kepler-1400,Gaia DR2 2106444552591200768,1,9.06689421,0.00006982,-0.00006982,0,,,,,,,,
Kepler-1401 b,Kepler-1401,Gaia DR2 2100643632324807296,1,11.20066445,0.00008804,-0.00008804,0,,,,,,,,
Kepler-1402 b,Kepler-1402,Gaia DR2 2129725749238044928,1,2.03387914,0.00001415,-0.00001415,0,,,,,,,,
Kepler-1403 b,Kepler-1403,Gaia DR2 2052956541719356416,1,5.19492202,0.00002801,-0.00002801,0,,,,,,,,
Kepler-1404 b,Kepler-1404,Gaia DR2 2135354424139022592,1,15.93147390,0.00011330,-0.00011330,0,,,,,,,,
Kepler-1405 b,Kepler-1405,Gaia DR2 2076198190312168576,1,28.22741840,0.00013920,-0.00013920,0,,,,,,,,
Kepler-1406 b,Kepler-1406,Gaia DR2 2052724029370990208,1,11.62905828,0.00006904,-0.00006904,0,,,,,,,,
Kepler-1407 b,Kepler-1407,Gaia DR2 2103730579937168128,1,20.07115040,0.00054530,-0.00054530,0,,,,,,,,
Kepler-1408 b,Kepler-1408,Gaia DR2 2106958363820214016,1,2.99793191,0.00002517,-0.00002517,0,,,,,,,,
Kepler-1409 b,Kepler-1409,Gaia DR2 2133215461704521088,1,0.76486493,0.00000240,-0.00000240,0,,,,,,,,
Kepler-141 b,Kepler-141,Gaia DR2 2086455740440489472,1,3.10767500,0.00002200,-0.00002200,0,0.039000,,,0,,,,
Kepler-141 c,Kepler-141,Gaia DR2 2086455740440489472,1,7.01060600,0.00002000,-0.00002000,0,0.067000,,,0,,,,
Kepler-1410 b,Kepler-1410,Gaia DR2 2052857547022629888,1,60.86616800,0.00051610,-0.00051610,0,,,,,,,,
Kepler-1411 b,Kepler-1411,Gaia DR2 2105552127108243456,1,86.11508880,0.00097280,-0.00097280,0,,,,,,,,
Kepler-1412 b,Kepler-1412,Gaia DR2 2129754847637288192,1,3.61460510,0.00002139,-0.00002139,0,,,,,,,,
Kepler-1413 b,Kepler-1413,Gaia DR2 2128145338713986688,1,13.18296420,0.00010820,-0.00010820,0,,,,,,,,
Kepler-1414 b,Kepler-1414,Gaia DR2 2104245357537867008,1,3.51576315,0.00001186,-0.00001186,0,,,,,,,,
Kepler-1415 b,Kepler-1415,Gaia DR2 2131541867567734528,1,0.63642408,0.00000160,-0.00000160,0,,,,,,,,
Kepler-1416 b,Kepler-1416,Gaia DR2 2078999608496984448,1,1.49514952,0.00001069,-0.00001069,0,,,,,,,,
Kepler-1417 b,Kepler-1417,Gaia DR2 2101513139864999424,1,20.35052130,0.00030370,-0.00030370,0,,,,,,,,
Kepler-1418 b,Kepler-1418,Gaia DR2 2104525114527372032,1,22.47644250,0.00017470,-0.00017470,0,,,,,,,,
Kepler-1419 b,Kepler-1419,Gaia DR2 2051897265347291520,1,42.52158950,0.00050320,-0.00050320,0,,,,,,,,
Kepler-142 b,Kepler-142,Gaia DR2 2128724678262662144,1,2.02415200,0.00000300,-0.00000300,0,0.032000,,,0,,,,
Kepler-142 c,Kepler-142,Gaia DR2 2128724678262662144,1,4.76170200,0.00000500,-0.00000500,0,0.057000,,,0,,,,
Kepler-142 d,Kepler-142,Gaia DR2 2128724678262662144,1,41.80911800,0.00056200,-0.00056200,0,0.242000,,,0,,,,
Kepler-1420 b,Kepler-1420,Gaia DR2 2077232246636173056,1,6.69960006,0.00004500,-0.00004500,0,,,,,,,,
Kepler-1421 b,Kepler-1421,Gaia DR2 2131173187575866496,1,6.91311120,0.00014000,-0.00014000,0,,,,,,,,
Kepler-1422 b,Kepler-1422,Gaia DR2 2128941660008727168,1,18.60519420,0.00032460,-0.00032460,0,,,,,,,,
Kepler-1423 b,Kepler-1423,Gaia DR2 2102161989163432832,1,23.95537800,0.00017290,-0.00017290,0,,,,,,,,
Kepler-1424 b,Kepler-1424,Gaia DR2 2101117418758956416,1,29.60917440,0.00030020,-0.00030020,0,,,,,,,,
Kepler-1425 b,Kepler-1425,Gaia DR2 2077967957353259136,1,14.45413020,0.00016210,-0.00016210,0,,,,,,,,
Kepler-1426 b,Kepler-1426,Gaia DR2 2129811201907123840,1,14.25632270,0.00019400,-0.00019400,0,,,,,,,,
Kepler-1427 b,Kepler-1427,Gaia DR2 2079963811471971584,1,0.96897238,0.00000677,-0.00000677,0,,,,,,,,
Kepler-1428 b,Kepler-1428,Gaia DR2 2087167708577798784,1,10.67607169,0.00006093,-0.00006093,0,,,,,,,,
Kepler-1429 b,Kepler-1429,Gaia DR2 2132001463427986688,1,4.48487493,0.00004558,-0.00004558,0,,,,,,,,
Kepler-143 b,Kepler-143,Gaia DR2 2087172999977491328,1,16.00758300,0.00009300,-0.00009300,0,0.127000,,,0,,,,
Kepler-143 c,Kepler-143,Gaia DR2 2087172999977491328,1,27.08251100,0.00016900,-0.00016900,0,0.181000,,,0,,,,
Kepler-1430 b,Kepler-1430,Gaia DR2 2102816404740404224,1,2.46050993,0.00001273,-0.00001273,0,,,,,,,,
Kepler-1431 b,Kepler-1431,Gaia DR2 2129847554510913536,1,5.86601526,0.00004724,-0.00004724,0,,,,,,,,
Kepler-1432 b,Kepler-1432,Gaia DR2 2134934273258874240,1,23.91090110,0.00027030,-0.00027030,0,,,,,,,,
Kepler-1433 b,Kepler-1433,,1,4.13592271,0.00002888,-0.00002888,0,,,,,,,,
Kepler-1434 b,Kepler-1434,Gaia DR2 2135594392551675520,1,8.05333618,0.00008907,-0.00008907,0,,,,,,,,
Kepler-1435 b,Kepler-1435,Gaia DR2 2126632994828732032,1,4.45343281,0.00003591,-0.00003591,0,,,,,,,,
Kepler-1436 b,Kepler-1436,Gaia DR2 2086298132320300288,1,9.70571600,0.00016380,-0.00016380,0,,,,,,,,
Kepler-1437 b,Kepler-1437,Gaia DR2 2129771615189858816,1,10.92954610,0.00011720,-0.00011720,0,,,,,,,,
Kepler-1438 b,Kepler-1438,Gaia DR2 2101422911191267968,1,2.31942009,0.00001702,-0.00001702,0,,,,,,,,
Kepler-1439 b,Kepler-1439,Gaia DR2 2103799368134289024,1,8.07392849,0.00004784,-0.00004784,0,,,,,,,,
Kepler-144 b,Kepler-144,Gaia DR2 2104839471773324032,1,5.88527300,0.00002000,-0.00002000,0,0.066000,,,0,,,,
Kepler-144 c,Kepler-144,Gaia DR2 2104839471773324032,1,10.10466500,0.00004300,-0.00004300,0,0.094000,,,0,,,,
Kepler-1440 b,Kepler-1440,Gaia DR2 2131530769372738560,1,39.85948400,0.00103400,-0.00103400,0,,,,,,,,
Kepler-1441 b,Kepler-1441,Gaia DR2 2078201809729303040,1,39.44198390,0.00053270,-0.00053270,0,,,,,,,,
Kepler-1442 b,Kepler-1442,Gaia DR2 2129357580341124608,1,81.41629410,0.00020260,-0.00020260,0,,,,,,,,
Kepler-1443 b,Kepler-1443,Gaia DR2 2107568970730102272,1,2.41811321,0.00001443,-0.00001443,0,,,,,,,,
Kepler-1444 b,Kepler-1444,Gaia DR2 2104172854190854528,1,33.42035034,0.00009305,-0.00009305,0,,,,,,,,
Kepler-1445 b,Kepler-1445,Gaia DR2 2117151420726319872,1,10.60052251,0.00009265,-0.00009265,0,,,,,,,,
Kepler-1446 b,Kepler-1446,Gaia DR2 2127777307254217472,1,0.68996783,0.00000050,-0.00000050,0,,,,,,,,
Kepler-1447 b,Kepler-1447,Gaia DR2 2133132276778226176,1,56.67472850,0.00039780,-0.00039780,0,,,,,,,,
Kepler-1448 b,Kepler-1448,Gaia DR2 2132984426823383168,1,12.27065865,0.00005885,-0.00005885,0,,,,,,,,
Kepler-1449 b,Kepler-1449,Gaia DR2 2132939037609090816,1,13.22745280,0.00014470,-0.00014470,0,,,,,,,,
Kepler-145 b,Kepler-145,Gaia DR2 2126237131982289280,1,22.95100000,,,0,,,,,37.10000,11.60000,-11.60000,0
Kepler-145 c,Kepler-145,Gaia DR2 2126237131982289280,1,42.88200000,,,0,,,,,79.40000,16.40000,-16.40000,0
Kepler-1450 b,Kepler-1450,Gaia DR2 2079905193758608384,1,54.50941660,0.00052700,-0.00052700,0,,,,,,,,
Kepler-1451 b,Kepler-1451,Gaia DR2 2053286429569716992,1,35.62223300,0.00020980,-0.00020980,0,,,,,,,,
Kepler-1452 b,Kepler-1452,Gaia DR2 2051937638040407808,1,42.91375100,0.00036890,-0.00036890,0,,,,,,,,
Kepler-1453 b,Kepler-1453,Gaia DR2 2130762107666059136,1,47.16116960,0.00041760,-0.00041760,0,,,,,,,,
Kepler-1454 b,Kepler-1454,Gaia DR2 2131804479047342336,1,47.03194790,0.00066950,-0.00066950,0,,,,,,,,
Kepler-1455 b,Kepler-1455,Gaia DR2 2135220283720198528,1,49.27676400,0.00037370,-0.00037370,0,,,,,,,,
Kepler-1456 b,Kepler-1456,Gaia DR2 2106018801073572224,1,18.13738290,0.00018540,-0.00018540,0,,,,,,,,
Kepler-1457 b,Kepler-1457,Gaia DR2 2104875755656860032,1,51.11102430,0.00037380,-0.00037380,0,,,,,,,,
Kepler-1458 b,Kepler-1458,Gaia DR2 2104354690224334592,1,47.98727640,0.00017760,-0.00017760,0,,,,,,,,
Kepler-1459 b,Kepler-1459,Gaia DR2 2107084399639196544,1,62.86916110,0.00095860,-0.00095860,0,,,,,,,,
Kepler-146 b,Kepler-146,Gaia DR2 2052185062520374272,1,31.15879900,0.00007900,-0.00007900,0,0.200000,,,0,,,,
Kepler-146 c,Kepler-146,Gaia DR2 2052185062520374272,1,76.73217100,0.00060900,-0.00060900,0,0.364000,,,0,,,,
Kepler-1460 b,Kepler-1460,Gaia DR2 2105886790959182976,1,29.96332470,0.00021860,-0.00021860,0,,,,,,,,
Kepler-1461 b,Kepler-1461,Gaia DR2 2105752581821148544,1,29.34947750,0.00018320,-0.00018320,0,,,,,,,,
Kepler-1462 b,Kepler-1462,Gaia DR2 2077176618218057216,1,65.64883410,0.00066210,-0.00066210,0,,,,,,,,
Kepler-1463 b,Kepler-1463,Gaia DR2 2077536673917322368,1,25.15864000,0.00051230,-0.00051230,0,,,,,,,,
Kepler-1464 b,Kepler-1464,Gaia DR2 2099619059285601280,1,31.77859010,0.00027340,-0.00027340,0,,,,,,,,
Kepler-1464 c,Kepler-1464,Gaia DR2 2099619059285601280,1,5.32786292,0.00005389,-0.00005389,0,,,,,,,,
Kepler-1465 b,Kepler-1465,Gaia DR2 2139286655674983936,1,31.82771110,0.00012190,-0.00012190,0,,,,,,,,
Kepler-1466 b,Kepler-1466,Gaia DR2 2126944603296783232,1,31.17504480,0.00021570,-0.00021570,0,,,,,,,,
Kepler-1467 b,Kepler-1467,Gaia DR2 2079981712895637248,1,47.05690430,0.00018350,-0.00018350,0,,,,,,,,
Kepler-1468 b,Kepler-1468,Gaia DR2 2077389820395188736,1,8.23984869,0.00003988,-0.00003988,0,,,,,,,,
Kepler-1468 c,Kepler-1468,Gaia DR2 2077389820395188736,1,3.54553021,0.00002273,-0.00002273,0,,,,,,,,
Kepler-1469 b,Kepler-1469,Gaia DR2 2052456263933727744,1,21.86353010,0.00012190,-0.00012190,0,,,,,,,,
Kepler-147 b,Kepler-147,Gaia DR2 2099686125195464576,1,12.61058400,0.00022800,-0.00022800,0,0.113000,,,0,,,,
Kepler-147 c,Kepler-147,Gaia DR2 2099686125195464576,1,33.41642300,0.00041600,-0.00041600,0,0.216000,,,0,,,,
Kepler-1470 b,Kepler-1470,Gaia DR2 2101234688543862016,1,16.29509030,0.00019160,-0.00019160,0,,,,,,,,
Kepler-1471 b,Kepler-1471,Gaia DR2 2133035966431029376,1,3.63899398,0.00002002,-0.00002002,0,,,,,,,,
Kepler-1472 b,Kepler-1472,Gaia DR2 2134804977563800064,1,38.13128310,0.00057550,-0.00057550,0,,,,,,,,
Kepler-1473 b,Kepler-1473,Gaia DR2 2129558760909448064,1,14.42735510,0.00008414,-0.00008414,0,,,,,,,,
Kepler-1474 b,Kepler-1474,Gaia DR2 2080057269961317120,1,36.43334520,0.00032180,-0.00032180,0,,,,,,,,
Kepler-1475 b,Kepler-1475,Gaia DR2 2079750265699679872,1,82.17737400,0.00115000,-0.00115000,0,,,,,,,,
Kepler-1476 b,Kepler-1476,Gaia DR2 2106597487787652352,1,10.35863224,0.00005885,-0.00005885,0,,,,,,,,
Kepler-1477 b,Kepler-1477,Gaia DR2 2116740104595955328,1,11.55530021,0.00008098,-0.00008098,0,,,,,,,,
Kepler-1478 b,Kepler-1478,Gaia DR2 2077601407662547072,1,26.08405940,0.00051210,-0.00051210,0,,,,,,,,
Kepler-1479 b,Kepler-1479,Gaia DR2 2132114850564827008,1,14.53261362,0.00004429,-0.00004429,0,,,,,,,,
Kepler-148 b,Kepler-148,Gaia DR2 2127828988601389440,1,1.72936600,0.00000400,-0.00000400,0,0.028000,,,0,,,,
Kepler-148 c,Kepler-148,Gaia DR2 2127828988601389440,1,4.18004300,0.00000400,-0.00000400,0,0.050000,,,0,,,,
Kepler-148 d,Kepler-148,Gaia DR2 2127828988601389440,1,51.84688575,0.00002570,-0.00002570,0,,,,,,,,
Kepler-1480 b,Kepler-1480,Gaia DR2 2129758940745727488,1,22.12679948,0.00009372,-0.00009372,0,,,,,,,,
Kepler-1481 b,Kepler-1481,Gaia DR2 2132652065075227648,1,5.94220998,0.00002335,-0.00002335,0,,,,,,,,
Kepler-1482 b,Kepler-1482,Gaia DR2 2131965454422070784,1,12.25383217,0.00008407,-0.00008407,0,,,,,,,,
Kepler-1483 b,Kepler-1483,Gaia DR2 2077858143627173504,1,9.50851560,0.00010530,-0.00010530,0,,,,,,,,
Kepler-1484 b,Kepler-1484,Gaia DR2 2051926226306177792,1,30.45491360,0.00035360,-0.00035360,0,,,,,,,,
Kepler-1485 b,Kepler-1485,Gaia DR2 2079295514562689280,1,19.91577250,0.00012840,-0.00012840,0,,,,,,,,
Kepler-1486 b,Kepler-1486,Gaia DR2 2127412273694062848,1,54.64957590,0.00098250,-0.00098250,0,,,,,,,,
Kepler-1487 b,Kepler-1487,Gaia DR2 2073153024144692736,1,7.31946363,0.00004683,-0.00004683,0,,,,,,,,
Kepler-1488 b,Kepler-1488,Gaia DR2 2133584309198180736,1,39.81899320,0.00029070,-0.00029070,0,,,,,,,,
Kepler-1489 b,Kepler-1489,Gaia DR2 2117323498594316544,1,82.29475100,0.00179900,-0.00179900,0,,,,,,,,
Kepler-149 b,Kepler-149,Gaia DR2 2100015089629466112,1,29.19894300,0.00004100,-0.00004100,0,0.184000,,,0,,,,
Kepler-149 c,Kepler-149,Gaia DR2 2100015089629466112,1,55.32832800,0.00194600,-0.00194600,0,0.281000,,,0,,,,
Kepler-149 d,Kepler-149,Gaia DR2 2100015089629466112,1,160.01803200,0.00109600,-0.00109600,0,0.571000,,,0,,,,
Kepler-1490 b,Kepler-1490,Gaia DR2 2077895183426195712,1,92.43629730,0.00090420,-0.00090420,0,,,,,,,,
